id,subject,body,true_label
75,ANN: PyAMF 0.2,"We released PyAMF 0.2, a lightweight library that allows Flash and  
Python applications to communicate via Adobe's ActionScript Message  
Format.
AMF3 and RemoteObject are supported in all the implemented Remoting  
gateways, currently supported for Django, Twisted, Web2Py and WSGI.

This release comes with the following changes:

  - Encoding/decoding performance has been increased 2x for AMF0 and  
upto 10x(!) for AMF3 (Ticket:198)
  - Logging is now possible in all the supported gateways (Ticket:173)
  - Python 2.3 support (Ticket:33)
  - Python 2.6 support (Ticket:222)
  - Made PyAMF distributable as zip-based Python Egg (Ticket:193)
  - Encoders/Decoders now check for __getstate__/__setstate__  
respectively (Ticket:209)
  - A new preprocessor function that runs after authentication, but  
before invoking the service method (Ticket:196)
  - authenticator can now be decorated with expose_request (Ticket:195)
  - Removed amfinfo console_script (Ticket:226)
  - Gateway import hack has now been removed - permanently (Ticket:224)

Check out the download page [1], installation instructions [2] and  
examples [3].
Questions? First stop is the mailing list [4], but we also hang out on  
[5].

Cheers,

- the PyAMF team

[1] http://pyamf.org/wiki/Download
[2] http://pyamf.org/wiki/Install
[3] http://pyamf.org/wiki/Examples
[4] http://pyamf.org/wiki/MailingList
[5] irc://freenode.net/pyamf",legitimate
76,re : kwi user group,"vince
sorry to hear you cannot make it . . . you would obviously have been the big
catch ! !
in terms of a london based replacement , who did you have in mind and what
sort of subject could they cover ?
david
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : 24 april 2001 23 : 22
to : djw @ kwi . com
cc : vince . j . kaminski @ enron . com ; shirley . crenshaw @ enron . com
subject : re : kwi user group
david ,
i regret to inform you i am unable to attend the conference due to previous
commitments .
would you consider a speakers form our london office ?
vince
david warwick on 04 / 24 / 2001 09 : 47 : 31 am
to : "" ' vince . j . kaminski @ enron . com ' ""
cc :
subject : re : kwi user group
vince
any further thoughts on this ?
david
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : 13 april 2001 21 : 44
to : djw @ kwi . com
cc : vince . j . kaminski @ enron . com ; vkaminski @ aol . com
subject : re : kwi user group
david ,
thanks for the invitation .
i shall check my schedule on monday and will get back to you
regarding the conference .
i hope you will a very happy easter .
vince
david warwick on 04 / 12 / 2001 04 : 04 : 32 pm
to : "" ' vince . j . kaminski @ enron . com ' ""
cc :
subject : kwi user group
dear vince
please may i reintroduce myself . we met last year at the sydney eprm
conference which my company kwi sponsored . i chaired the session at which
you spoke .
as you may remember , my company , kwi are one of the world ' s leading
provider
of systems ( kw 3000 ) and consultancy for energy , trading and risk
management .
we have over 60 clients worldwide including many of the world ' s leading
energy companies ( not enron unfortunately ) :
north america
- tva
- ontario power
- cinergy
- bonneville power
europe
- enel
- atel
- electrabel
- edf
nordic
- vattenfall
- fortum
- sydkraft
- statkraft
- birka energi
- norsk hydro
each year we stage a "" kwi users forum "" - a 2 - day event attended by leading
trading and risk staff from our clients . last year there were about 100
delegates . the agenda primarily focusses on issues surrounding risk
management for the energy sector .
the agenda comprises keynote presentations on burning risk issues from
industry leading energy speakers and practical workshops focussed around
using our software .
this years event is at a luxury hotel in the wonderful spanish city of
barcelona and runs from the evening of sunday september 9 th to tuesday
september 11 th . the main conference dinner is on the monday evening and is
always a memorable event . this year it is in a leading barcelona restaurant
preceded by a bus tour of the city with a stop for pre - dinner drinks .
i would like to invite you to make the opening keynote address , the
highlight of the conference .
the subject could be :
* a general energy risk related topic
* a general insight into the secret of enron ' s continued success in
the energy markets
* your thoughts on the future development on energy markets ( and other
commodity related - bandwidth etc . ) worldwide
obviously , we would cover all your delagate costs including accomodation ,
food and drink .
what ' s in it for you ? many of our users are some the energy sectors
leading
risk thinkers and i ' m sure you would enjoy meeting them and exchanging
views .
please let me know if you are able to accept the invitation .
best regards
david warwick - marketing dierctor and co - founder",legitimate
77,schedule crawler : hourahead failure,start date : 1 / 7 / 02 ; hourahead hour : 5 ; hourahead schedule download failed . manual intervention required .,legitimate
78,would you like to earn extra money working from home ?,"guide to home employment
how is this possible ?
customer testimonies !
q a !
registration form !
weekly income for stuffing envelopes
at home , $ 690 , $ 1 , 400 or $ 2 , 070 every week . $ 2 , 760 possible after 90 days . . .
your old life
your new life
hello , my name is thomas martin , hiring director for this new envelope stuffing and securing - program . if you would like to earn a weekly income of $ 1 , 400 or more , please read this carefully !
help wanted for summer 2005 home workers needed , immediately !
dear prospective home worker , thank you for your time and interest in our program . would you stuff 80 envelopes for $ 1 , 400 weekly ? $ 17 . 50 for each envelope you secure with our brochures ! if the answer is yes , than our company has the right opportunity for you . you can join the ( highest paid team ) of envelope stuffing program today .
simple pleasant work you can do at home
help solve your money problems . eliminate worries about not having enough money to pay bills and to do the things that you would really like to do . if you are looking for an easy extra income to relieve financial pressures , you owe it to yourself to investigate our offer . we are looking for honest hard working people who are looking for a simple way to earn extra income form their home .
here is your chance to earn extra money working at home by becoming an active participant in our successful mailing program . your payment is guaranteed in advance for the envelopes you stuff . your job is to sercure , stuff , and mail the envelopes to our company . there is no limit . you stuff as many as you wish . you ' ll never be asked to handle or mail any pornographic or objectionable materials . this is a great way to pay off credit cards , get money for a vacation , buy a new car , purchase a new home , or develop your second income for whatever reason you may have .
you may work from the comfort of your own home , save on gas and babysitters , choose your own hours , and set your own pace . the possibilities are unlimited . get friends and family to help . we will help you reap huge profits . our company is anxious to use your services in stuffing our envelopes . we wll further show you how to expand your operation and boost your new income as high as you wish to go .
how is this possible ?
click here to continue
how is this possible ?
customer testimonies !
q a !
registration form !
tj knowledge . com p . o . box 664 beloit , wi 53511 this e - mail message is an advertisement and / or solicitation .",fraudulent
79,entouch newsletter,"business highlights
enron industrial markets
enron industrial markets has recently completed the first transaction for a
new 60 - day fixed price product for the lumber industry . available for
delivery in houston and dallas , the product is offered by enron in the
over - the - counter market and via clickpaper . com , enron  , s internet - based
transaction system dedicated to the forest products industry . the first
transaction was completed via clickpaper . com on march 14 with a major lumber
buyer in the southern united states . this represents the first online fixed
price transaction contract in the industry . with the growing volatility in
the lumber industry , the availability of a long - term fixed price product
provides companies with another opportunity to mitigate their exposure .
additionally , this transaction represents the convergence of enron  , s
increasing involvement in physical lumber transactions with our recognized
expertise in financial risk management .
in addition , eim has announced that it has completed its acquisition of the
quebec city , canada newsprint mill and related assets from daishowa forest
products ltd . in july 2000 , enron purchased garden state paper , a recycled
newsprint mill located in garfield , nj . the acquisition of the daishowa mill
now positions enron as the seventh largest producer of newsprint in north
america . the daishowa mill in quebec city will now be called papiers
stadacona . the new name has great historical significance to the local
community in quebec city . when jacques cartier first explored the mouth of
the st . charles river in 1535 , the aboriginal people living there referred to
the village as stadacona . this is now the site of modern - day quebec city .
enron freight markets
in march , enron freight markets ( efm ) completed the acquisition of webmodal ,
inc to help launch the traditional intermediary transportation business . efm
also started its spot trading business and completed 981 transactions in its
first month .
east power origination
on tuesday , april 3 , the st . lucie county commission voted 3 - 2 to approve the
midway energy center near fort pierce , florida , which is a 510 megawatt
peaking power plant . next steps for this facility include receiving a water
permit from the south florida water management district and an environmental
resource permit ( erp ) from the florida department of environmental protection .
enron canada
ken lay addressed a breakfast meeting of the toronto board of trade on
wednesday , april 4 , as part of the "" power breakfast series "" . his topic was
"" moving forward with electricity deregulation . "" before his speech , the
chairman of the board of trade commented that "" this was the best attendance
ever "" at one of their breakfast meetings . after the meeting , mr . lay spoke
with reporters from reuters , the globe and mail , the national post , and
report on business tv emphasizing enron ' s commitment to deregulation of the
ontario power market .
in the news
japan : enron presents power plant plan to japan government
tokyo , u . s . - based enron corp on wednesday presented plans to build a
liquefied natural gas ( lng ) fired power plant in northern japan , aiming to
become the first foreign company to build such a plant in japan . the move
brings enron one step closer to realizing its plan to build a power plant
with an initial capacity of two million kilowatts in aomori prefecture .
"" we submitted our basic plan to build the plant to the governor of aomori
prefecture today in line with last november ' s announcement , "" tatsuro seguchi ,
president of enron corp ' s japanese affiliate encom corp , told a news
conference . "" we are aiming to start construction of the plant in 2004 and
start operations by 2007 since japan ' s power market is one of our highest
priorities , "" he said . 03 / 28 / 2001 reuters english news service ( c )
reuters limited 2001 .
welcome
new hires
egm - lyelle bellard , damian nelson , edward soo , jonathan whitehead
eim - elsa aguilar , melia dickson , john hark , phaedra jones , maricar jose ,
ian mccrory , mirella bertrone , roland holub , arthur miller , miriam watson ,
richard albert , randy biagini , thomas duchnicki , diego tabbachino
ena - mitra mujica , karen phillips , sarah domonoskie , kelly donlevy - lee
transfers ( to or within )
ena - john moore , mitchell robinson , larry valderrama , holden salisbury ,
grace rodriguez , mary martinez , dominic carolan , kari oquinn , katherine
kelly , david fuller , anguel grigorov , oren zimmerman , chuanli deng , glenn
surowiec , tharsilla broussard , geynille dillingham , philip conn , lola
weller , christina brandli , noemi camacho , randel young , ina rangel
egm - shelia benke , homer lin , william mckone , william berkeland , valarie
curry , tomas tellez
eim - allen ueckert , john w . jennings , sarveen kohli
nuggets & notes
the next ews brown bag is scheduled for april 19 with tim battaglia
discussing the steel industry .
legal stuff
the information contained in this newsletter is confidential and proprietary
to enron corp . and its subsidiaries . it is intended for internal use only
and should not be disclosed .",legitimate
80,Rebuild at Ground Zero,"http://online.wsj.com/article_print/0,,SB10327475102363433,00.html The Wall Street Journal September 23, 2002 COMMENTARY Rebuild at Ground Zero By LARRY SILVERSTEIN Earlier this month, we New Yorkers observed the solemn anniversary of the horrific events that befell our city on Sept. 11, 2001. All of those who perished must never be forgotten. The footprints of the fallen Twin Towers and a portion of the 16-acre site must be dedicated to a memorial and civic amenities that recall the sacrifices that were made there and the anguish that those senseless acts of terror created for the victims' families and, indeed, for all of us. But for the good of the city and the region, the 10-million-plus square feet of commercial and retail space that was destroyed with the Twin Towers must be replaced on the site. About 50,000 people worked in the World Trade Center. Those jobs are lost, along with those of another 50,000 people who worked in the vicinity. Together, those jobs in lower Manhattan, for which the Trade Center was the economic stimulus, produced annual gross wages of about $47 billion, or 15% of the annual gross wages earned in the entire state. Some of the firms have relocated elsewhere in the city and region, but many have not. New York City is facing a budget deficit. Without additional jobs, the deficit may become permanent. This is one reason for the importance of rebuilding. If we do not replace the lost space, lower Manhattan never will regain the vibrancy it had as the world's financial center. Love them or hate them, and there were lots of New Yorkers on both sides of the issue, the Towers made a powerful statement to the world that said, ""This is New York, a symbol of our free economy and of our way of life."" That is why they were destroyed. This is a second reason why the towers must be replaced, and with buildings that make a potent architectural statement. In recent weeks, redevelopment proposals have been circulated from many sources. Most of these focus not on the Trade Center site, however, but on all of lower Manhattan. Further, many believe that the 10 million square feet either could be located elsewhere, scattered in several sites, or simply never rebuilt. These proposals miss the point. What was destroyed, and what must be recovered, was the Trade Center, not all of lower Manhattan. Except over the towers' footprints, where there must be no commercial development, the office and retail space lost has to be rebuilt on or close to where it was. Access to mass transit makes the site ideal for office space of this size. That was a major reason why the Twin Towers were leased to 97% occupancy before 9/11. None of the other sites proposed for office development has remotely equal transportation access. With the reconstruction of the subway and PATH stations, plus an additional $4.5 billion in transit improvements planned, such as the new Fulton Transit Center and the direct ""Train-to-the-Plane"" Long Island Rail Road connection, the site becomes even more the logical locus of office development. And New York will need the space. Before 9/11, the Group of 35, a task force of civic leaders led by Sen. Charles Schumer and former Treasury Secretary Robert Rubin, concluded that the city would need an additional 60 million square feet of new office space by 2020 to accommodate the anticipated addition of 300,000 new jobs. The loss of the Twin Towers only heightens the need. As for those who say that 10 million square feet of office space downtown cannot be absorbed by the real estate market, I would simply point out that history shows them wrong. New York now has about 400 million square feet of office space. All new construction underway already is substantially leased up. New York had 48 million square feet of vacant office space at the beginning of the recession in 1990. By 1998, this space had been absorbed, at an annual rate of about 6 million square feet. We are seeking to rebuild 10 million square feet on the Trade Center site over a period of about 10 years, with the first buildings not coming on line until 2008 and the project reaching completion in 2012. This is an annual absorption rate of about a million feet, much lower than the 1990s' rate. Those who argue that New York cannot reabsorb office space that it previously had are saying that the city has had its day and is entering an extended period of stagnation and decline. I will not accept this view, nor will most New Yorkers. Mayor Michael Bloomberg said in a recent interview with the New York Times that the city ""has to do two things: memorialize, but also build for the future."" I believe that the Twin Towers site can gracefully accommodate -- and that downtown requires -- office and retail space of architectural significance, a dignified memorial that both witnesses and recalls what happened, and cultural amenities that would benefit workers as well as residents of the area. The challenge to accomplish this is enormous. But our city is up to the task. Mr. Silverstein is president of Silverstein Properties, a real estate firm whose affiliates hold 99-year leases on the World Trade Center site. --  ----------------- R. A. Hettinga  The Internet Bearer Underwriting Corporation  44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",legitimate
81,Re: [FoRK] Re: [ptp-general] Facebook used for wifi access control,"On 11/2/07, Luis Villa  wrote:
> Clearly someone needs to create a keyserv/opensocial pair which stores
> your public key in your social network so that we can finally actually
> make encrypted email easy.


You say someone as if it could not be you...why be this?

The real trick of getting folks to use keys is going to be getting
them to generate them and keep them secure yet usable. Make a game out
of it, give it a cute wrapper like werevolves or tomogatchis,
fashionatize to ala apple?

-tomhiggins",legitimate
82,request for visit and meeting,"these guys are looking to come in the first few weeks of august . what is
your availability ?
grant .
- - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 07 / 20 / 2000 08 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
carlos eduardo machado @ enron _ development
07 / 18 / 2000 06 : 28 pm
to : grant masson @ ect
cc : gabriel sanchez - sierra / enron _ development @ enron _ development
subject : request for visit and meeting
hi grant , we met briefly a couple of months ago . i work with pedro in the
colombia office . we are working closely with ecopetrol ( colombia ' s
state - owned oil company ) on a very important deal , and some of their highest
ranking officials ( 3 of them ) will like to visit our head quarters in early
august , to share some ideas on risk management tools ( very general concepts
that can obviously be disclosed ) .
my assumption is that vince and your - self are the perfect people to have the
meeting with . several consulting firms have advice ecopetrol to get in touch
with enron when referring to advance risk management techniques . do you think
this is possible ? please let me know , this means a great deal for this
office , but i also know you guys are extremely busy . thanks ,
carlos e",legitimate
83,CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. PARIS HILTON TAKES ON MCCAIN http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/wynter.paris.hilton.ad.cnn Paris Hilton swings back at Republican presidential candidate John McCain. Kareen Wynter reports. 2. BIKINI BARISTA STAND CLOSED http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/pkg.bikini.baristas.barred.kiro 3. TOT GRANDMA REACTS TO CHARGES http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/grace.mom.charged.cnn 4. MAGGOTS: THE NEW ANTIBIOTIC? http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/mcginty.uk.maggot.antibiotic.itn 5. ON YOUR MARK, GET SET, FLOAT! http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/vo.in.balloon.race.wxin 6. 'LOVE TRIANGLE MURDER' http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/dcl.london.in.session.trial.update.insession 7. TERI GARR'S DECADES OF HIDING http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/gupta.teri.garr.cnn 8. FAKE SEX AD DRAWS LAWSUIT http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/06/dnt.wa.sex.ad.lawsuit.komo 9. 'WE NEED AN ECONOMIC SURGE' http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.mccain.econo.surge.cnn 10. OBAMA GOT HIT IN THE HEAD? http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.obama.asked.why.running.cnn TOP 10 STORIES 1. N. DAKOTA'S REAL-LIFE JED CLAMPETT http://www.cnn.com/2008/LIVING/wayoflife/08/05/oil.boomtown/index.html In the midst of a N. Dakota oil boom, a man born during the Great Depression is making a fortune after striking oil on his property. 2. OBAMA'S UPHILL POLLING BATTLE http://www.cnn.com/2008/POLITICS/08/06/obama.polls/index.html 3. D.A.: SEX CASE ABOUT 'PURE EVIL' http://www.cnn.com/2008/CRIME/08/06/sex.club.trial.ap/index.html 4. ANOTHER SIDE OF AMY RAY http://www.cnn.com/2008/SHOWBIZ/Music/08/06/amy.ray/index.html 5. COMMENTARY: BILL CLINTON'S UPSET http://www.cnn.com/2008/US/08/06/martin.billclinton/index.html 6. WOMEN DRIVEN TO DONATE EGGS http://www.cnn.com/2008/HEALTH/08/05/selling.eggs/index.html 7. ANTHRAX SUSPECT CALLED MISLEADING http://www.cnn.com/2008/CRIME/08/06/anthrax.case/index.html 8. MOUNTAIN LION IN BEDROOM KILLS DOG http://www.cnn.com/2008/US/08/06/mountain.lion.ap/index.html 9. REPORTS: MISTAKES DOOMED UTAH MINE http://www.cnn.com/2008/US/08/06/utah.mine.anniv.ap/index.html 10. BIN LADEN'S FORMER DRIVER GUILTY http://www.cnn.com/2008/CRIME/08/06/hamdan.trial/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email2055@gvc.ceas-challenge.cc&l=cnn-dailytop10",fraudulent
84,re : good news - in ^ ~ cr ~ eas _ ^ ed drive and performance,"security - enhanced . kaxelsonchianfong
neurotoxicol ranere
it is not your time to turn your back on losing weight before your trying
xenical and meridia .
e , urope . an me ' di ' c ~ ine kelley schoenhard ; foster snook ; michale kitchen ; gil
skeen
sent : thursday , november , 2004 11 : 28 am
subject : good news - in , ' cr - eas _ ^ ed drive and performance
"" it isn ' t anything , only they all felt kindly and wanted to show it . tell
the gi ' rl to put it away for your tea . it ' s so simple you can eat it , and
being soft , it will slip down without hurting your sore throat . what a cozy
room this is ! "" like most other y , ou - ng matrons , meg began her married life
with the determination to be a model hou . sekeeper . john should find h . o _ me a
paradise , he should always see a smiling face , should fare sumptuously every
day , and never know the loss of a button . she brought so much love , energy ,
and cheerfulness to the work that she could not but succeed , in spite of
some obstacles . her paradise was not a tranquil one , for the little w ^ o ' man
fussed , was over - anxious to please , and b ' ustled about like a true martha ,
c ' u _ mbered with many cares . she was too tired , sometimes , even to smile ,
john grew dyspeptic after a course of dainty dishes and ungr ^ a ^ tef - u . lly
demanded plain fare . as for buttons , she soon lea _ rned to wonder where they
went , to shake her head over the carelessness of men , and to threaten to
make him sew them on himself , and see if his work would stand impatient and
clumsy fingers any better than hers . they were very happy , even after they
discovered that they couldn ' t li ' ve on love alone . john did not find meg ' s
beauty diminished , though she beamed at him from behind the familiar coffee
pot . nor did meg miss any of the romance from the daily parting , when her
husband follo ' wed up his kiss with the tender inquiry , "" shall i send some
veal or mutton for dinner , darling ? "" the little h - ou ~ se ceased to be a
glorified bower , but it became a h ^ o . me , and the y ^ oung couple soon felt
that it was a change for the better . at first they played keep - h _ ou _ se , and
frolicked over it like children . then john took steadily to business ,
feeling the cares of the head of a family upon his shoulders , and meg laid
by her cambric wrappers , put on a big apron , and fell to work , as before
said , with more energy than discretion .
tesc 12 zmarlych 07 zarabiam lotrzbiurokratyzowac",fraudulent
85,Re: ÐÐÐÐ ÐÐÐ¥-Ð ÐÐ¡ÐÐ ÐÐÐÐÐ!!!,"=EF=CB=CE=C1 =F0=F7=E8. =FA=C1=D7=CF=C4=D3=CB=C9=C5   =
=C3=C5=CE=D9!
  =20
      =9A=F7=CE=C9=CD=C1=CE=C9=C5!=20
            =F2=C1=D3=D0=D2=CF=C4=C1=D6=C1 =
=D0=CC=C1=D3=D4=C9=CB=CF=D7=D9=C8 =CF=CB=CF=CE =D0=CF   =
=DA=C1=D7=CF=C4=D3=CB=C9=CD =C3=C5=CE=C1=CD!
     =20
       =20
=E4=CC=D1   =DA=C1=CB=C1=DA=DE=C9=CB=CF=D7=20
=C24=FA-=EF6-96
         =20
=9A=E4=CC=D1   =DA=C1=CB=C1=DA=DE=C9=CB=CF=D7 79=EF-89-09=9A
     =20
=C4=CC=D1   =C4=C9=CC=C5=D2=CF=D7=20
768-80-11=9A
      =9A=D5=DA=CE=C1=D4=D8 =D0=CF=C4=D2=CF=C2=CE=C5=C5 =F7=D9 =
=D3=CD=CF=D6=C5=D4=C5=20
      =CE=C1 =CE=C1=DB=C5=CD =D3=C1=CA=D4=C5 www.master-spk.ru
      =20",fraudulent
86,re : new color printer,"this is the color printer that is being ordered .
here is the info . that i needed .
thanks
kevin moore
- - - - - - - - - - - - - - - - - - - - - - forwarded by kevin g moore / hou / ect on 12 / 14 / 99 08 : 19
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron technology
from : lyn malina 12 / 14 / 99 08 : 09 am
to : kevin g moore / hou / ect @ ect
cc :
subject : re : new color printer
kevin :
the color printer we currently order is the 4500 n for $ 2753 . 00 . please let
me know if this is the one you would like to order .
thanks
lyn
kevin g moore
12 / 14 / 99 06 : 29 am
to : lyn malina / hou / ect @ ect
cc :
subject : new color printer
- - - - - - - - - - - - - - - - - - - - - - forwarded by kevin g moore / hou / ect on 12 / 14 / 99 06 : 29
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kevin g moore
12 / 14 / 99 06 : 27 am
to : shirley crenshaw / hou / ect @ ect , vince j kaminski / hou / ect @ ect , mike a
roberts / hou / ect @ ect
cc :
subject : new color printer
we are in need of a new color printer .
we are also in the process of moving to the 19 th floor .
we need the color printer a . s . a . p .
if you would please , i need information concerning this
matter whereby , we can get the printer ordered and delivered
to our new location .
thanks
kevin moore",legitimate
87,looking for a new date,"find a new date today .
sick and tired of being single ?
are you annoyed by your girlfriend or wife
millions of profiles of people local to your area
looking for fun .
find a date for the night or search for your next wife .
many are very naughty and want to hook up for some casual boom boom .
meet someone new , right now .
and it doesnt cost a thing to join in the fun .
the solicit gunky material inactive .
when she abolition cowherd continuant everthything
if you went furze amphetamine chinookfoothill bolshoi .
when she delegable thalia airmail things that bijouterie boil spectroscopy .
paliourg @ iit . demokritos . gr .",fraudulent
88,Replica for you,"Jaeger-LeCoultre replica watch Time is our job and we do it well 

First-class replica watches at Replica Classics 

fashionable replica watches

http://thankinnhow.com/",fraudulent
89,ProductsMoreinfoForValuedCustomer,"AddtoCartVisaAcceptedForOurCustomers
http://65miya.bay.livefilestore.com/y1pXrrEQ0iBW0bbBQdFtAAbaX8obNLf0j3V8lJ_AdS6bNBSuzqW4cEIxxhTf8_JE3Z2bOUHKNYnVQ95YXMQ99GhdA/index.html",fraudulent
90,"Spontaneous ""queue file write error""s","Dear Postfix Users,


 From now and then our postfix server generates error emails with error 
messages like the following:

Out: 451 4.3.0 Error: queue file write error
or
Out: 451 4.3.0 : Temporary lookup failure


We use MySQL for lookup tables. Additionally we are using a pre-queue 
content-filter:

smtp      inet  n       -       -       -       100       smtpd -o 
content_filter=filter:dummy

We set the option smtpd_proxy_timeout to 1000s, but the ""queue file 
write error"" still keeps occurring.


Any ideas, what could cause the ""queue file write error""? The logs don't 
show anything.


Best,


Eddy",legitimate
91,revised - bullets 7 / 7,"usgt
sold 20 , 000 mmbtu / d of daily firm space moving gas for the weekend from pg & e
topock to socal needles at $ . 10 / mmbtu . this was somewhat of a novel deal in
that the california price spreads opened up and gas became trapped at pg & e .
once our station 4 compressor becomes fully operational , this opportunity
will likely dry up .
enron n . a .
representatives contacted us this week to discuss our possible participation
in a gas storage field using a depleted reservoir on navajo land near
farmington , nm . third party developers approached ena looking for assistance
in moving the project forward .
new tariff services
marketing consensus was reached to delay any further development of
transwestern ' s hourly firm service until the potential markets of power plant
loads become operational . during this interim period , park ' n ride services
provided on an intra - day basis shall be priced incrementally higher than park
' n ride services provided on a timely basis . any resulting market response
will provide indications of market willingness to pay premium transport rates
for hourly transportation service .
el paso
el paso merchant services needs to re - scrub their verbal offer to
transwestern of a $ 15 million lump sum "" pre - payment "" option of fuel
monetization for their combined 65 , 000 mmbtu / d of san juan to california
capacity . el paso did not take into consideration the different termination
dates of the two contracts ( 25 , 000 mmbtu / d pg & e permanent release contract ,
and 40 , 000 mmbtu / d gallup expansion contract ) in their analysis . a revised
proposed lump sum payment offer is expected mid - next week .
el paso field services
met with ep representatives to discuss a possible interconnect near wt - 1 .
the i / c would be sized for 40 , 000 mmbtu / d . ep proposes to pay for and set
compression to flow this gas into our high pressure line and has agreed to a
volume commitment of 20 , 000 mmbtu / d for up to 2 years . an added advantage is
most of the volume would come from the constrained atoka area which would
allow agave to increase deliveries to tw .
caithness corp .
caithness has decided to move forward on their 1000 mw generation project in
northwest arizona . the 2 - phase project would initially consume 80 , 000
mmbtu / d of gas . the proposed location is 40 miles south of tw ' s line near
wickieup , az . we are meeting with caithness reps next week . projected
in - service date for the plant is early 2002 .
wt - 2 cooler expansion
level b cost estimates are being prepared . revenue / cost savings
assumptions predict $ 500 , 000 annual revenue to support the expenditure . once
installed , the project would give tw an additional 50 , 000 mmbtu / d capacity on
the east end . financial evaluations will be done once the cost estimate is
received .
ngpl winkler interconnect
ngpl notified us this week the reactivated point should be operationally
ready to flow gas on july 17 ( about 2 weeks ahead of schedule ) . this will
hopefully provide new system supply to tw ' s east end of about 80 -
90 , 000 / mmbtu / d .",legitimate
92,re : allan roberts email,"jim ,
thanks . i shall drop him an e - mail .
vince
james . w . petrie . jr @ us . arthurandersen . com on 07 / 27 / 2000 05 : 51 : 31 pm
to : vkamins @ enron . com
cc : allan . roberts @ uk . arthurandersen . com
subject : allan roberts email
vince - it was a pleasure to meet you this afternoon . as promised , please
find
allan ' s email address above . we look forward to working with enron and mit on
finding better ways to value companies .
if you have any questions , please feel free to contact me .
jim
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
james w . petrie , jr .
knowledge sharing director
energy industry knowledge services group
arthur andersen llp - houston office
voice = = > 713 . 237 . 2357 , fax = = > 713 . 237 . 5673
james . w . petrie . jr @ us . arthurandersen . com
- - - - - - - - - -
* * * * * * * * * * * * * * * * * * * internet email confidentiality footer * * * * * * * * * * * * * * * * * * *
privileged / confidential information may be contained in this message . if you
are not the addressee indicated in this message ( or responsible for delivery
of
the message to such person ) , you may not copy or deliver this message to
anyone .
in such case , you should destroy this message and kindly notify the sender by
reply email . please advise immediately if you or your employer do not consent
to
internet email for messages of this kind . opinions , conclusions and other
information in this message that do not relate to the official business of my
firm shall be understood as neither given nor endorsed by it .",legitimate
